"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
188,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
188,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
188,"DDList_55","1",NA,NA,NA,NA,NA,"26.11","2 Wochen","2","35.25","6 Wochen","6","LL"
188,"DDList_52","2",NA,NA,NA,NA,NA,"30.64","2 Wochen","2","33.70","6 Wochen","6","SS"
188,"DDList_41","3",NA,NA,NA,NA,NA,"29.42","2 Wochen","2","29.72","4 Wochen","4","SS"
188,"DDList_37","4",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","SS"
188,"DDList_36","5",NA,NA,NA,NA,NA,"12.35","2 Wochen","2","13.58","4 Wochen","4","SS"
188,"DDList_33","6",NA,NA,NA,NA,NA,"31.17","2 Wochen","2","31.49","4 Wochen","4","SS"
188,"DDList_7","7",NA,NA,NA,NA,NA,"27.89","Heute","0","37.65","2 Wochen","2","LL"
188,"DDList_40","8",NA,NA,NA,NA,NA,"13.33","2 Wochen","2","19.99","4 Wochen","4","SS"
188,"DDList_79","9",NA,NA,NA,NA,NA,"16.42","4 Wochen","4","22.16","6 Wochen","6","SS"
188,"DDList_48","10",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","SS"
188,"DDList_32","11",NA,NA,NA,NA,NA,"17.51","Heute","0","26.27","4 Wochen","4","LL"
188,"DDList_73","12",NA,NA,NA,NA,NA,"7.55","4 Wochen","4","7.62","6 Wochen","6","SS"
188,"DDList_38","13",NA,NA,NA,NA,NA,"29.54","2 Wochen","2","36.92","4 Wochen","4","LL"
188,"DDList_6","14",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","SS"
188,"DDList_2","15",NA,NA,NA,NA,NA,"11.07","Heute","0","11.41","2 Wochen","2","SS"
188,"DDList_58","16",NA,NA,NA,NA,NA,"30.88","2 Wochen","2","31.81","6 Wochen","6","SS"
188,"DDList_14","17",NA,NA,NA,NA,NA,"13.62","Heute","0","17.03","2 Wochen","2","SS"
188,"DDList_45","18",NA,NA,NA,NA,NA,"13.69","2 Wochen","2","15.74","4 Wochen","4","SS"
188,"DDList_13","19",NA,NA,NA,NA,NA,"26.97","Heute","0","31.02","2 Wochen","2","SS"
188,"DDList_64","20",NA,NA,NA,NA,NA,"5.56","2 Wochen","2","8.34","6 Wochen","6","SS"
188,"DDList_30","21",NA,NA,NA,NA,NA,"9.88","Heute","0","12.35","4 Wochen","4","SS"
188,"DDList_54","22",NA,NA,NA,NA,NA,"18.49","2 Wochen","2","23.11","6 Wochen","6","LL"
188,"DDList_57","23",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
188,"DDList_11","24",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","SS"
188,"DDList_53","25",NA,NA,NA,NA,NA,"14.90","2 Wochen","2","17.14","6 Wochen","6","SS"
188,"DDList_27","26",NA,NA,NA,NA,NA,"7.96","Heute","0","8.36","4 Wochen","4","SS"
188,"DDList_74","27",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
188,"DDList_62","28",NA,NA,NA,NA,NA,"30.39","2 Wochen","2","37.99","6 Wochen","6","SS"
188,"DDList_3","29",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","SS"
188,"DDList_49","30",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
188,"DDList_34","31",NA,NA,NA,NA,NA,"29.35","2 Wochen","2","30.23","4 Wochen","4","LL"
188,"DDList_77","32",NA,NA,NA,NA,NA,"36.52","4 Wochen","4","41.99","6 Wochen","6","LL"
188,"DDList_24","33",NA,NA,NA,NA,NA,"9.18","Heute","0","13.77","4 Wochen","4","LL"
188,"DDList_21","34",NA,NA,NA,NA,NA,"19.19","Heute","0","22.06","4 Wochen","4","LL"
188,"DDList_47","35",NA,NA,NA,NA,NA,"15.14","2 Wochen","2","20.44","4 Wochen","4","LL"
188,"DDList_65","36",NA,NA,NA,NA,NA,"25.45","4 Wochen","4","25.70","6 Wochen","6","SS"
188,"DDList_25","37",NA,NA,NA,NA,NA,"14.28","Heute","0","14.43","4 Wochen","4","SS"
188,"DDList_60","38",NA,NA,NA,NA,NA,"12.89","2 Wochen","2","14.18","6 Wochen","6","SS"
188,"DDList_42","39",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","SS"
188,"DDList_9","40",NA,NA,NA,NA,NA,"38.86","Heute","0","39.25","2 Wochen","2","LL"
188,"DDList_12","41",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","LL"
188,"DDList_43","42",NA,NA,NA,NA,NA,"14.59","2 Wochen","2","15.32","4 Wochen","4","SS"
188,"DDList_8","43",NA,NA,NA,NA,NA,"28.41","Heute","0","42.62","2 Wochen","2","LL"
188,"DDList_10","44",NA,NA,NA,NA,NA,"27.37","Heute","0","28.19","2 Wochen","2","SS"
188,"DDList_72","45",NA,NA,NA,NA,NA,"21.74","4 Wochen","4","32.62","6 Wochen","6","LL"
188,"DDList_67","46",NA,NA,NA,NA,NA,"8.19","4 Wochen","4","8.60","6 Wochen","6","SS"
188,"DDList_66","47",NA,NA,NA,NA,NA,"35.46","4 Wochen","4","36.53","6 Wochen","6","SS"
188,"DDList_28","48",NA,NA,NA,NA,NA,"27.74","Heute","0","30.51","4 Wochen","4","LL"
188,"DDList_71","49",NA,NA,NA,NA,NA,"20.07","4 Wochen","4","27.10","6 Wochen","6","LL"
188,"DDList_59","50",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
188,"DDList_80","51",NA,NA,NA,NA,NA,"16.81","4 Wochen","4","25.22","6 Wochen","6","LL"
188,"DDList_29","52",NA,NA,NA,NA,NA,"20.49","Heute","0","23.56","4 Wochen","4","SS"
188,"DDList_46","53",NA,NA,NA,NA,NA,"12.82","2 Wochen","2","16.03","4 Wochen","4","SS"
188,"DDList_75","54",NA,NA,NA,NA,NA,"19.61","4 Wochen","4","20.60","6 Wochen","6","SS"
188,"DDList_22","55",NA,NA,NA,NA,NA,"22.75","Heute","0","28.44","4 Wochen","4","SS"
188,"DDList_50","56",NA,NA,NA,NA,NA,"23.79","2 Wochen","2","24.50","6 Wochen","6","SS"
188,"DDList_76","57",NA,NA,NA,NA,NA,"7.59","4 Wochen","4","8.35","6 Wochen","6","LL"
188,"DDList_63","58",NA,NA,NA,NA,NA,"20.39","2 Wochen","2","27.52","6 Wochen","6","SS"
188,"DDList_51","59",NA,NA,NA,NA,NA,"31.21","2 Wochen","2","32.77","6 Wochen","6","SS"
188,"DDList_20","60",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","SS"
188,"DDList_1","61",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","SS"
188,"DDList_70","62",NA,NA,NA,NA,NA,"25.11","4 Wochen","4","31.39","6 Wochen","6","LL"
188,"DDList_61","63",NA,NA,NA,NA,NA,"10.87","2 Wochen","2","12.50","6 Wochen","6","SS"
188,"DDList_26","64",NA,NA,NA,NA,NA,"9.36","Heute","0","9.64","4 Wochen","4","SS"
188,"DDList_35","65",NA,NA,NA,NA,NA,"25.03","2 Wochen","2","26.28","4 Wochen","4","SS"
188,"DDList_19","66",NA,NA,NA,NA,NA,"22.34","Heute","0","23.45","4 Wochen","4","SS"
188,"DDList_16","67",NA,NA,NA,NA,NA,"26.77","Heute","0","40.15","2 Wochen","2","LL"
188,"DDList_4","68",NA,NA,NA,NA,NA,"30.31","Heute","0","33.34","2 Wochen","2","LL"
188,"DDList_56","69",NA,NA,NA,NA,NA,"25.89","2 Wochen","2","38.84","6 Wochen","6","LL"
188,"DDList_68","70",NA,NA,NA,NA,NA,"21.03","4 Wochen","4","23.14","6 Wochen","6","LL"
188,"DDList_69","71",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","SS"
188,"DDList_18","72",NA,NA,NA,NA,NA,"9.75","Heute","0","10.04","4 Wochen","4","SS"
188,"DDList_39","73",NA,NA,NA,NA,NA,"23.17","2 Wochen","2","31.29","4 Wochen","4","LL"
188,"DDList_5","74",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","SS"
188,"DDList_17","75",NA,NA,NA,NA,NA,"21.10","Heute","0","21.31","4 Wochen","4","SS"
188,"DDList_31","76",NA,NA,NA,NA,NA,"17.98","Heute","0","24.27","4 Wochen","4","LL"
188,"DDList_78","77",NA,NA,NA,NA,NA,"24","4 Wochen","4","30.00","6 Wochen","6","LL"
188,"DDList_44","78",NA,NA,NA,NA,NA,"26.75","2 Wochen","2","29.42","4 Wochen","4","SS"
188,"DDList_15","79",NA,NA,NA,NA,NA,"30.46","Heute","0","41.12","2 Wochen","2","LL"
188,"DDList_23","80",NA,NA,NA,NA,NA,"11.36","Heute","0","15.34","4 Wochen","4","SS"
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
