id,comment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,
8jkgj,,opposum,vogel,hund,katze,kuh,pferd,eidechse,lemur,orangutan,schimpanse,insekten,fliegen,bienen,wespen,heuschrecken,gottesanbeterin,schlange,viper,natter,zornnatter,aspisviper,adler,steinadler,seeadler,falke,turmfalke,wanderfalke,wildkatze,luchs,baer,fuchs,wolf,kaninchen,zwerghasen,hasen ,feldhasen,maeuse,hamster,meerschweinchen,maulwurf,regenwurm,maden,tiger,loewe,gepard,puma,panther,ozelot,okapi,giraffe,elefant,zebra,nashornvogel,nashorn,flusspferd,krokodil,piranha,wal,delfin,blauwal,pottwal,katzenhai,forelle,makrele,dorade,thunfisch,aal,ziege,schaf,widder,bock,rind,stier,siebenschlaefer,,,,,,,,,,,,,,
8nz8d,,affe,elefant,giraffe,hase,hund,katze,meerschwein,maus,fuchs,dachs,fisch,schmetterling,vogel,schwan,schlange,geiss,ente,tiger,nashorn,falter,pferd,kuh,kuehe,hirsch,reh,schwein,pinguin,krokodil,spinne,luchs,hirsch,schneehase,adler,giraffe,eisbaer,fliege,biene,wespe,marder,biber,bueffel,otter,fischotter,luchs,schafe,zebra,woelfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8shbg,,giraffe,affe,maus,katze,hund,loewe,hyaene,elefant,vogel,flamingo,panther,ameise,ratte,laus,maus,hund,zebra,nilpferd,kolibri,baer,eisbaer,seehund,wurm,schmetterling,fisch,loewe,nashorn,geier,leopard,hase,huhn,schwein,meerschweinchen,geiss,hirsch,reh,kuh,schlange,insekten,spinne,kakerlake,sandwuermer,sandfloehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92r8q,,hund,katze,maus,pferd,schaf,ziege,fisch,schlange,vogel,bussard,kleiber,meise,spatz,delfin,adler,nasenbaer,brillenbaer,braunbaer,eisbaer,schwarzbaer,wasserbaer,schimpanse,gorilla,kapuzinaffe,rhesusaffe,warzenschwein,loewe,gepard,leopard,wasserbueffel,giraffe,elefant,tiger,kobra,korallenschlange,ringelnatter,kreuzotter,viper,ameise,stechmuecke,stubenfliege,schmeissfliege,bremse,biene,holzwespe,hummel,kohlweissling,blaeuling,zitronenfalter,pfauenauge,nachtfalter,monarch,hering,haifisch,goldbrasse,egli,karpfen,rochen,stichling,moschusochse,yak,steinbock,murmeltier,hirsch,wildschwein,dachs,fuchs,kraehe,rabe,schaeferhund,siamkatze,pudel,zwergpinscher,chihuahua ,berner sennenhund,appenzeller sennenhund,windhund,saluki,greyhound,wolfshund,wolf,wildkatze,luchs,elch,,,,
93a79,,pinguin,gans,ente,kamel,zebra,elefant,kaenguru,koala,krokodil,laus,ameise,schnecke,schlange,kroete,schmetterling,vogel,habicht,maulwurf,maus,affe,otter,biber,reh,hirsche,elche,mammut,baeren,grizzlys,hase,eichhoernchen,specht,katze,hund,ratte,fisch,aal,delfin,hai,seestern,moewe,jaguar,panther,loewe,antilope,gazelle,erdmaennchen,laeuse,zecke,giraffe,nashorn,rhinozeros,pandas,wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93otj,participant's phone rang during task ,fledermaus,loewe,spinne,eidechse,hund,katze,vogel,regenwurm,floh,giraffe,zebra,wildsau,hausschwein,ross,esel,maulesel,schimpanse,orangutan,schmetterling,biene,insekten,fliege,moskito,schlange,rebhuhn,uhu,falke,kautz,ratte,maus,marder,giraffe,kamel,stier,kuh,huhn,gockel,baer,polarbaer,eisbaer,lama,alpaka,kreuzspinne,seidenspinne,boa constrictor,viper,fisch,haifisch,walfisch,pinguine,muschel,auster,jakobsmuschel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ai4y,,elefant,giraffe,leopard,gepard,maus,katze,pferd,zebra,loewe,krokodil,nilpferd,nashorn,gnu,impala,krabbeltiere,insekten,schmetterlinge,wolf,rentier,hyaene,kojote,geier,amsel,drossel,fink,star,pfau,wal,delfin,scholle,goldfisch,koi,qualle,hamster,meerschweinchen,hund,katze,ratte,spinnen,fliegen,muecken,seepferdchen,gnu,kudu,schlange,natter,kreuzotter,strauss,waldrapp,pavian,affe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d0qi,,hund,katze,maus,zebra,giraffe,koala,puma,tiger,loewe,elefant,gnu,schlange,fisch,viper,steinfisch,aal,forelle,seezunge,steinbutt,steinbeisser,ross,pony,reh,fuchs,hase,meerschweinchen,zebra,bueffel,hase,storch,pfau,adler,specht,taube,seeotter,pinguin,pfau,kaenguru,puma,loewe,frosch,igel,waschbaer,spinne,skorpion,eidechse,waran,mondfisch,schildkroete,krokodil,adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9feqd,,elefant,giraffe,hund,katze,maus,hamster,vogel,ratte,maus,krokodil,affe,wal,delfin,fisch,goldfisch,forelle,lachs,thunfisch,crevetten,pferd,esel,leopard,gepard,jaguar,reh,hirsch,schaeferhund,border collie,schildkroete,fuchs,wildschwein,kamel,pinguin,seeloewe,baer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9khsp,,katze,hund,maus,giraffe,huhn,elefant,ziege,schaf,krokodil,schlange,papagei,adler,kanarienvogel,echse,leguan,nashorn,loewe,tiger,leopard,ozelot,hermelin,biber,nerz,lama,alpaka,kaenguru,strauss,amsel,fink,star,kraehe,wurm,kaefer,schwalbe,ameise,rotkehlchen,kroete,frosch,libelle,schmetterling,reh,ren,hirsch,gemse,steinbock,murmeltier,wal,delfin,fisch,qualle,robbe,seeloewe,seal,regenwurm,fledermaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9p6ed,,katze,hund,kamel,tiger,loewe,krokodil,kanarienvogel,papagei,affe,gorilla,zebra,giraffe,eisbaer,braunbaer,grizzly,schlange,blindschleiche,klapperschlange,huhn,adler,biber,forelle,salm,laubfrosch,kroete,ameise,biene,hummel,schmetterling,moskito,maikaefer,jesukaefer,fliege,seehund,robbe,walross,zebra,ross,esel,pony,dromedar,kuh,kalb,stier,bison,gecko,chamaeleon,eidechse,lizard,echse,seestern,flamingo,venusmuschel,koralle,delfin,wal,killerwal,blauwal,schildkroete,meeresschildkroete,floh,wanze,mikrobe,,,,,,,,,,,,,,,,,,,,,,,,,
9u6ge,,hund,katze,meerschwein,schlange,tiger,vogel,spinne,insekten,giraffe,elefant,maultier,esel,flamingo,krokodil,baer,fisch,maus,zebra,hase,nilpferd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9w1z1,,hund,katze,voegel,meerschweinchen,maus,pferd,ponies,esel,kuehe,huehner,pinguin,eisbaeren,giraffen,elefanten,nashoerner,zebras,baeren,luchs,fuchs,woelfe,schwein,affe,frosch,ente,schwan,wuermer,kaefer,ratte,gazelle,erdmaennchen,maultier,maulwurf,chamaeleon,reh,hirsch,eichhoernchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x404,,elefant,nashorn,maus,habicht,adler,tiger,ringelnatter,natter,schlange,voegel,fuchs,reh,hirsch,kuh,pferd,wuermer,uhu,ameise,kaefer,fisch,hai,wal,eisbaer,baer,kamel,dromedar,katze,hund,pinguin,schwein,ratte,faultier,affe,nilpferd,chamaeleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3hpj,,elefant,hund,katze,kaulquappe,schildkroete,maus,ratte,floh,muecke,biene,waschbaer,vogel,elster,rabe,eichhoernchen,fuchs,baer,wolf,elch,reh,regenwurm,giraffe,elefant,nilpferd,rhinozeros,seepferdchen,haifisch,walfisch,qualle,hamster,meersau,chinchilla,welpe,fuchs,wanze,floh,krokodil,gladiator,schlange,leopard,tiger,loewe,eule,murmeltier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4bah,,katze,hund,pferd,hamster,meerschweinchen,fische,maus,ratte,schildkroete,esel,lama,giraffe,elefant,wolf,baer,pfau,schwein,kuh,huhn,ziege,loewe,tiger,krokodil,hirsch,elch,rentier,reh,waschbaer,frettchen,marder,schlange,spinne,frosch,jaguar,puma,leopard,gazelle,zebra,affe,flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai12t,,elefant,zebra,hund,katze,maus,pferd,reh,loewe,antilope,schlange,frosch,vogel,insekt,schmetterling,baer,luchs,panther,otter,biber,wal,delfin,orka,fisch,nashorn,spinne,hamster,ratte,kaninchen,hase,tiger,murmeltier,adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as8uq,,hund,katze,maus,esel,fisch,vogel,adler,lurche,affe,elefant,tiger,giraffe,esel,krokodil,hamster,maeuse,kanarienvogel,wellensittich,habicht,kuehe,pferde,rinder,schweine,esel,muni,kalb,maeuse,schmetterling,ameise,tausendfuessler,baeren,maeusebussard,ameisen,ameisenbaer,biber,schwan,ente,forelle,aesche,walfisch,tintenfisch,einzeller,hirsch,maultier,nashorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axr1v,,loewe,giraffe,elefant,antilope,krokodil,clownfisch,albatross,adler,steinadler,kuckuck,spatz,amsel,drossel,zebra,nilpferd,geparde,leoparde,eisbaer,braunbaer,panda,gemse,steinbock,maulwurf,erdmaennchen,ameisenbaer,pferd,pony,esel,kuh,stier,bueffel,qualle,tintenfisch,delfin,orka,blauwal,hai,pinguin,polarfuchs,heuschrecke,ameise,kobra,blindschleiche,natter,ratte,maus,marder,schildkroete,katze,hund,nacktmull,meerschweinchen,hase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjchh,participant did not follow task instructions,hund,katze,maus,schlange,wellensittich,papagei,kuh,fisch,rind,alligator,krokodil,ziege,schaf,bergziege,nashorn,zoo,tierpark,schnabel,huf,pferd,esel,stall,berg,gehege,haustier,auslauf,weide,alp,seil,schwanz,schnauze,schnabel,maehne,loewe,tiger,elefant,steppe,puma,vogel,tierwaerter,tierarzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bustq,,affe,ameise,ameisenbaer,biber,bambi,baer,biene,chamaeleon,koala,dachs,elefant,eichhoernchen,flusskrebs,fisch,vogel,gans,hase,huhn,hund,kuh,lama,marienkaefer,nilpferd,qualle,schimpanse,puma,leopard,loewe,leguan,kobra,maus,nilpferd,zebra,antilope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bz14f,,hund,katze,schwein,kuh,maus,ratte,elefant,tiger,affe,storch,spatz,amsel,reh,baer,wolf,fuchs,murmeltier,erdmaennchen,flamingo,nashorn,elefant,goldfisch,hai,delfin,walfisch,papageienfisch,ente,schwan,gans,huhn,hase,eichhoernchen,maulwurf,wiesel,adler,eisbaer,seerobbe,pinguin,koalabaer,kaenguru,wallabie,ameise,heuschrecke,geier,wildesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5w6y,,hase,hund,katze,loewe,tiger,schnecke,elefant,giraffe,affe,wal,hai,pinguin,eisbaer,braunbaer,schlange,chamaeleon,frettchen,papagei,maus,eidechse,ziege,schaf,schwein,kuh,huhn,kaefer,motte,schmetterling,vogel,floh,geier,ratte,pudel,bernhardiner,perser,husky,pferd,esel,maultier,pitbull,delfin,orka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccwa7,,amsel,alligator,affe,baer,chamaeleon,dromedar,dachs,esel,eidechse,ferkel,gans,gepard,hamster,hausmaus,igel,iltis,kaenguru,kormoran,lama,leguan,laus,otter,panther,pferd,qualle,stier,sau,spinne,turmfalke,tapir,uhu,wasserratte,zobel,habicht,adler,milan,rotschwanz,amsel,drossel,fink,star,wal,hai,forelle,hering,flunder,seestern,okapi,ozelot,grille,fliege,wespe,biene,wanze,ohrwurm,wurm,ratte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceiez,,hund,katze,pferd,kuh,gans,henne,truthahn,schlange,vogel,meise,giraffe,tiger,loewe,puma,feuersalamander,eichhorn,ameise,igel,fisch,nilpferd,delfin,wal,aal,felchen,egli,hase,meerschweinchen,hamster,meise,lerche,luchs,wolf,schwein,wollschwein,lamm,frosch,meerkatze,affe,gorilla,schimpanse,flughoernchen,maus,ratte,moewe,katze,frosch,olm,unke,kroete,seeloewe,seekuh,muecke,fliege,bremse,biene,wespe,hornisse,hummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs9ej,,fisch,vogel,hund,katze,kuh,stier,kalb,rhinozeros,nashorn,elefant,tiger,loewe,esel,pferd,schwein,maus,maulwurf,wurm,igel,rotkehlchen,meise,elster,sperling,amsel,drossel,fink,star ,fuchs,reh,hirsch,gemse,steinbock,engerling,schmetterling,kaefer,maikaefer,tausendfuessler,wanze,silberfischchen,giraffe,ente,huhn,hase,wolf,gepard,kaninchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuggr,,hunde,katzen,maeuse,fledermaus,wale,delfin,krebs,zebra,elefant,laeuse,uhu,specht,schmetterling,raupen,ameisen,wanzen,esel,pferde,schweine,kuehe,schafe,forellen,lachs,egli,kabeljau,kaenguru,nashoerner,giraffen,emus,antilopen,krokodile,piranhas,schimpansen,orangutans,tausendfuessler,spinnen,laeuse,floehe,fliegen,muecken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5njy,,hund,katze,maus,esel,floh,giraffe,tiger,loewe,elefant,nashorn,schwein,kuh,schaf,ziege,wal,delfin,hai,seepferdchen,schwamm,laus,kaefer,schmetterling,motte,raupe,marienkaefer,hirschkaefer,schimpanse,gorilla,orangutan,lemur,eidechse,leguan,hirsch,reh,fuchs,biber,dachs,gemse,eichhoernchen,ratte,hamster,meerschweinchen,kanarienvogel,papagei,tukan,katze,bruellaffe,pinguin,eisbaer,braunbaer,wolf,tuemmler,forelle,grille,ohrenzwicker,schwalbe,amsel,drossel,fink,star,thunfisch,,,,,,,,,,,,,,,,,,,,,,,,,,,
dgexv,,elefant,hund,nilpferd,eidechse,eisbaer,aal,tiger,loewe,wolf,fuchs,pinguin,adler,hund,katze,meerschwein,hase,huhn,schwein,kuh,pferd,lama,antilope,pfau,storch,steinbock,ziege,pony,zebra,giraffe,rind,murmeltier,spinne,eidechse,ameise,fliege,muecke,bienen,esel,baer,wildschwein,nashorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhnen,,katze,elefant,maus,hund,giraffe,tiger,loewe,waschbaer,faultier,fuchs,eichhoernchen,marienkaefer,schlange,eidechse,nashorn,tintenfisch,haifisch,delfin,wal,oktopus,adler,spatz,rotkehlchen,affe,pinguin,tausendfuessler,hundertfuessler,stinkkaefer,kakerlake,fruchtfliege,hausfliege,hamster,ratte,maus,baer,braunbaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkypf,,hund,katze,vogel,loewe,tiger,elefant,giraffe,krokodil,schlange,zebra,affe,meerschweinchen,hase,kaninchen,schildkroete,maus,ratte,murmeltier,kaenguru,koalabaer,nashorn,mammut,faultier,spinne,fliege,frosch,kroete,igel,pandabaer,emu,lama,alpaka,guanaco,nilpferd,bison,kuh,hirsch,reh,wildschwein,schwein,pony,pferd,esel,maultier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dl9l2,,hund,katze,krokodil,schlange,spinne,platypus,kaenguru,wombat,eidechse,schnecke,fisch,wal,rochen,delfin,haifisch,baer,panda,pelikan,papagei,vogel,hamster,tiger,elefant,loewe,giraffe,krabbe,goldfisch,rind,schaf,pferd,schwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emdt4,,affe,hund,katze,elefant,giraffe,marienkaefer,nashorn,gazelle,steinbock,muecke,biene,pferd,esel,maulesel,kuh,schaf,ratte,andromedar,kamel,meerschwein,koala,seepferd,krokodil,hai,wal,barsch,forelle,lachs,tintenfisch,delfin,seeloewe,tausendfuessler,wespe,eidechse,schlange,kormoran,heuschrecke,kaenguru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eme40,,tiger,loewe,schimpanse,giraffe,elefant,ruesseltier,schlange,maus,hamster,zenturion,krebs,fisch,elefant,reh,kuh,vogel,spinne,wal,hai,koralle,esel,hund,katze,meersau,vogel,geier,bison,zwergkuh,nashorn,papagei,seestern,schlange,ameise,kakadu,geopard,leopard,puma,spitzmaus,esel,zwerggiraffe,kakadu,flamingo,nashorn,affe,gorilla,schimpanse,kleideraffe,seehund,eule,bison,kaenguru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eo96j,,hund,katze,maus,schimpanse,affe,giraffe,igel,lama,leopard,loewe,nashorn,bueffel,elefant,tiger,laus,fliege,biene,spinne,gepard,okapi,ziege,kuh,esel,bueffel,tapir,ringelnatter,schlange,bussard,vogel,amsel,drossel,fink,star,ameise,fisch,forelle,lachs,lurch,schwalbe,adler,laus,reh,hase,fuchs,dachs,gepard,wolf,ziege,schaf,puma,geier,muffon,biber,seeloewe,pavian,schnecke,viper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq4sk,,elefant,tiger,katze,hund,zebra,giraffe,antilope,schildkroete,fisch,hai,wal,igel,dachs,reh,luchs,baer,leopard,gepard,jaguar,voegel,eule,spatz,taube,goldfisch,fliege,insekten,schnecke,ameise,loewen,storch,falke,habicht,seeloewe,seeelefanten,schlange,schildkroete,frosch,eidechse,delfin,kugelfisch,nashorn,nilpferd,pinguin,strauss,emu,blauwal,narwal,killerwal,affe,schimpanse,gorillas,wuermer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3wlt,participant did not follow task instructions,zebra,tiger,loewe,pferde,affe,hund,katze,fell,bein,fuesse,kopf,auge,gehirn,organ,pfau,flamingo,gorilla,meerschweinchen,hamster,kaninchen,essen,schlafen,lebensraum,zoo,gehege,weide,kuehe,pferd,gras,milch,kaese,fleisch,laden,elefanten,ruessel,schwanz,antilope,gefaehrlich,niedlich,herzig,insekten,chamaeleon,meer,waelder,nahrungsmittel,tierschutz,wwf,austerben bedroht,panda,koala,ausgestorben,haustier,pinguin,eisbaeren,fuchs,farbe,vegetarier,finden,essenskette,nahrungskette,gross,klein,schwer,leicht,lang,kurz,,,,,,,,,,,,,,,,,,,,,,
f9d6j,,loewe,hund,katze,papagei,hamster,meerschweinchen,maus,giraffe,jaguar,panther,leopard,elefant,nashorn,zebra,gnu,springbock,schildkroete,strauss,gorilla,schimpanse,meerkatze,tiger,ameise,krebs,languste,hummer,muschel,auster,schnecke,heuschrecke,kaefer,raupe,regenwurm,schmetterling,kakerlake,mehlwurm,motte,falter,spinne,schlange,eidechse,chamaeleon,gecko,adler,bussard,falke,murmeltier,forelle,barsch,wels,rochen,delfin,wal,kugelfisch,hai,salamander,frosch,kroete,fliege,hummel,biene,schnake,,,,,,,,,,,,,,,,,,,,,,,,,,
fayc7,,hund,katze,maus,kamel,tiger,elefant,krokodil,giraffe,maeuse,kuehe,pferde,ziegen,geissen,gemse,steinbock,fische,kroete,elefant,leoparden,gepard,nilpferd,walross,fliege,biene,wespe,hornisse,bremse,gepard,loewe,fuchs,huhn,kueken,gans,ente,laus,storch,adler,geier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g0vr6,,pferd,hund,katze,maus,krokodil,elefant,tiger,loewe,kaenguru,zebra,antilope,krokodil,fisch,aal,haifisch,walfisch,delfin,voegel,papageien,strausse,kuehe,ziege,schafe,wolf,baer,hamster,biber,adler,geier,bergziege,gams,kuh,frosch,schwein,ziege,lamm,kalb,rind,esel,maultier,maulesel,ratte,leopard,gepard,hyaene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gh664,,affe,esel,ente,elefant,gorilla,nashorn,flamingo,maulwurf,faultier,pelikan,hund,katze,maus,sittich,schimpanse,orangutan,taube,adler,habicht,kraehe,elster,loewe,antilope,hyaene,kolibri,frosch,molch,lurch,gecko,schlange,pelikan,papagei,otter,biber,salamander,gazelle,reh,elch,braunbaer,schwarzbaer,panda,kuckuck,falke,spatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmng,,blauwal,grauwal,buckelwal,narwal,elefant,frosch,kamel,esel,fliege,muecke,schmetterling,schaf,huhn,kuh,stier,kalb,maulwurf,eidechse,ameise,heuschrecke,grille,fuchs,wolf,reh,hirsch,wildschweine,papagei,adler,seeadler,weisskopfseeadler,kanarienvogel,ara,dachs,haifisch,orka,delfin,walhai,mantarochen,lederschildkroete,galapagosschildkroete,biene,schmeissfliege,bremse,kaenguru,pinguin,walross,braunbaer,grizzly,schwarzbaer,brillenbaer,nasenaffe,gorilla,orangutan,eisbaer,kamel,dromedar,trampeltier,lama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnyiv,,hund,katze,esel,elefant,papagei,schlange,maus,hase,vogel,krokodil,nilpferd,fledermaus,fisch,krake,katze,dinosaurier,schlange,tiger,leopard,luchs,ameise,kaefer,regenwurm,spinne,uhu,hamster,kaninchen,meerschweinchen,steinbock,fisch,schwein,guerteltier,moewe,wal,delfin,muraene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h6clg,,eule,pferd,kuh,schwein,schaf,huhn,hahn ,hund,katze,maus,ratte,vogel,wurm,schnecke,schlange,biene,wespe,hummel,loewe,tiger,panther,elefant,giraffe,fisch,pferd,frosch,kaulquappe,raupe,schmetterling,ochse,nashorn,nilpferd,schaf,heuschrecke,chamaeleon,wisent,antilope,waldkautz,meerschweinchen,hase,schildkroete,tiger,kamel,dromedar,schwan,pinguin,storch,hamster,blindschleiche,kraehe,fuchs,dachs,marder,murmeltier,biber,wildschwein,hirsch,reh,salamander,eidechse,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,
h6vaq,,baer,hund,katze,seeloewe,eisbaer,luchs,voegel,reh,schaf,ziegen,eichhoernchen,maus,hahn,hase,krokodil,pferd,dromedar,igel,seehund,loewe,tiger,leopard,schwein,kuh,maus,kaninchen,schildkroete,nashorn,affe,schimpanse,giraffe,hirsch,lamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hab20,,krokodil,elefant,katze,hund,ameise,affe,leopard,tiger,weisser tiger,nilpferd,giraffe,jungtiere,eber,schwein,minischwein,reh,rehkitz,made,fische,saeugetiere,gattung,amsel,voegel,storch,fischreiher,delfin,pottwal,ameisenkoenigin,bienen,wespen,stechmuecken,qualle,krebs,floh,bulldogge,kaspischer tiger,pinguin,eisbaer,brauner baer,ameisenbaer,hyaene,bergziege,kuh ,rinder,schafe,grashuepfer,libellen,froesche,molche,kaulquappen,goldfisch,maeuse,ratten,karnickel,rentiere,loewen,salamander,geckos,rotbarsch,weisser hai,blaukehlchen,rotkehlchen,spatz,schaeferhund,husky,,,,,,,,,,,,,,,,,,,,,,,
hahgk,check native language,fisch,wal,shark,hai,squirrel,fisch,hai,wal,delfin,droben,qualle,giraffe,loewe,zebra,buffalo,krokodil,elefant,gazelle,jaguar,leopard,cheetah,murmeltier,hund,katze,ratte,hamster,papagei,adler,falke,rottenfalke,rotmilan,kakadua,kakerlaken,muecken,fliegen,laeuse,floh,tiger,affen,gorilla,schimpanse,orangutan,tukan,anakonda,puma,9999,piranha,capybara,panther,marienkaefer,schmetterling,raupe,libelle,dinosaurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hb4fe,,hund,katze,maus,pferd,esel,giraffe,okapis,seeloewe,robbe,pinguin,krokodil,fisch,hai,nashorn,nilpferd,organutan,schimpanse,gorilla,erdmaennchen,maus,ratte,elefant,gepard,loewe,tiger,wolf,luchs,ente,schwan,flamingo,pelikan,eule,uhu,papapgei,gnu ,antilope,seepferdchen,qualle,katze ,schlange,fledermaus,wurm,schnecke,schildkroete,ziege,schaf,schwein,wildschwein,bueffel,elch,reh,kaenguru,lama,dromedar,biene,wespe,zecke,laus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgghw,,hund,katze,hase,spinnen,ameisen,saeugetiere,kaengurus,fledermaeuse,maeuse,ratten,hamster,faultiere,stinktiere,ratten,fische,wassertiere,haie,delfine,schlangen,blindschleichen,voegel,schildkroeten,tierfutter,schweine,kuehe,rehe,fuechse,woelfe,baeren,schnecken,ziegen,loewen,tiger,kakerlaken,elefanten,giraffen,nilpferde,pinguine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgx8z,,giraffe,elefant,gazelle,loewe,tiger,hyaene,esel,pferd ,huehner,katze ,hund,schlange ,fisch,walfisch,delfin,pinguin,kaenguru,affen,gorilla,orangutan,biber,maus,ente,schwan,rabe ,wellensittich,papagei,amsel,drossel,fink,star,gaense,ziege,echse,dinosaurier,nashorn,nilpferd ,okapi,ameisenbaer,krebs,qualle,tintenfisch,haifisch,blauwal,orka,wombat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
